"Time","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-7c6fb64488-6n4d7"", uid=""988815ed-eab8-4aae-b0b8-b66ddf8346e3""}","{container=""main"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""loadgenerator-7c6fb64488-tjvqt"", uid=""b1cbf97d-44c1-4637-96fb-004581e88c0a""}","{container=""redis"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""redis-cart-855b76d469-tvvt6"", uid=""ba12cc5d-db79-4603-8d3d-ad9ad783391a""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""adservice-66cdf5d799-qjcz9"", uid=""d9db8cb6-7577-4ef4-9c2e-8182e731cd56""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""cartservice-594d56988-6zw54"", uid=""18063105-c8e0-4a7a-8390-a34db9f2c29b""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""checkoutservice-678cdcb74b-gxdhc"", uid=""85042f2c-4cd5-409d-94f2-843e6ef666ef""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""currencyservice-65f5c47df6-57ktd"", uid=""4f9e7275-16a9-4189-9bce-c997995b38f5""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""emailservice-57d8c6575f-l28zv"", uid=""1b69a3fc-2ee5-4399-a45b-53466774bcca""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""frontend-6b49fbfbff-tr2t9"", uid=""58565b95-959d-4969-b6dd-f7e7a20c5f67""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""paymentservice-dc6c9d6c6-4g7p8"", uid=""cf53ecd9-4c28-4751-88da-3367190c34d0""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""productcatalogservice-5f999d9577-bdqw2"", uid=""56486c45-c1d3-4226-b412-344512fbd230""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""recommendationservice-6d849b6d76-kkqwm"", uid=""331927ce-a823-441a-b940-4b68955703a6""}","{container=""server"", instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""default"", pod=""shippingservice-5cb69d4cbd-khvz6"", uid=""7105c5e5-2b40-4b36-b77a-59e73cb3a245""}"
2024-06-17 10:47:32,0,,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:34,0,,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:36,0,,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:38,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:40,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:42,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:44,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:46,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:48,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:50,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:52,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:54,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:56,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:47:58,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:02,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:04,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:06,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:08,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:10,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:12,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:14,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:16,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:18,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:20,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:22,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:24,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:26,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:28,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:32,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:34,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:36,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:38,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:40,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:42,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:44,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-17 10:48:46,0,0,0,0,0,0,0,0,0,0,0,0,0
